LL_xmag,LL_ymag,LL_zmag,activity,individual,set
0.63068,-0.6617,0.1332,a09,p1,s40
0.62127,-0.67644,0.10159,a09,p1,s40
0.62362,-0.67552,0.084182,a09,p1,s40
0.63862,-0.66446,0.039767,a09,p1,s40
0.67256,-0.63259,-0.020997,a09,p1,s40
0.72794,-0.56774,-0.039191,a09,p1,s40
0.76742,-0.51269,-0.045247,a09,p1,s40
0.79641,-0.46867,-0.053999,a09,p1,s40
0.82685,-0.41491,-0.036945,a09,p1,s40
0.85357,-0.35836,-0.006448,a09,p1,s40
0.86727,-0.31821,0.021117,a09,p1,s40
0.87477,-0.29983,0.040919,a09,p1,s40
0.87774,-0.28836,0.059294,a09,p1,s40
0.87028,-0.30557,0.085435,a09,p1,s40
0.87072,-0.30084,0.11592,a09,p1,s40
0.86872,-0.28116,0.13656,a09,p1,s40
0.87358,-0.26201,0.13586,a09,p1,s40
0.8832,-0.24032,0.1427,a09,p1,s40
0.88974,-0.21316,0.14524,a09,p1,s40
0.87906,-0.23621,0.16483,a09,p1,s40
0.86106,-0.29418,0.16429,a09,p1,s40
0.84486,-0.33535,0.16658,a09,p1,s40
0.82692,-0.37882,0.16758,a09,p1,s40
0.79949,-0.43433,0.16542,a09,p1,s40
0.76977,-0.48901,0.15289,a09,p1,s40
0.73864,-0.53869,0.1179,a09,p1,s40
0.71683,-0.57441,0.1004,a09,p1,s40
0.69458,-0.5996,0.10209,a09,p1,s40
0.67377,-0.62354,0.10971,a09,p1,s40
0.65276,-0.64642,0.094833,a09,p1,s40
0.64405,-0.65532,0.083168,a09,p1,s40
0.64721,-0.65582,0.053231,a09,p1,s40
0.66476,-0.64103,-0.009018,a09,p1,s40
0.7037,-0.59449,-0.051273,a09,p1,s41
0.74266,-0.54524,-0.04941,a09,p1,s41
0.77636,-0.4977,-0.061931,a09,p1,s41
0.80284,-0.45659,-0.044773,a09,p1,s41
0.82839,-0.41039,-0.010915,a09,p1,s41
0.85224,-0.35862,0.025485,a09,p1,s41
0.86169,-0.32901,0.043991,a09,p1,s41
0.87386,-0.30053,0.064271,a09,p1,s41
0.87473,-0.29231,0.088673,a09,p1,s41
0.86878,-0.29814,0.11093,a09,p1,s41
0.87177,-0.28939,0.11832,a09,p1,s41
0.87628,-0.26362,0.13366,a09,p1,s41
0.87615,-0.25372,0.1535,a09,p1,s41
0.87574,-0.2538,0.16402,a09,p1,s41
0.87744,-0.23788,0.18163,a09,p1,s41
0.88459,-0.21478,0.16667,a09,p1,s41
0.88105,-0.20738,0.1925,a09,p1,s41
0.86978,-0.24795,0.20623,a09,p1,s41
0.85668,-0.29039,0.1958,a09,p1,s41
0.84502,-0.32726,0.1902,a09,p1,s41
0.82704,-0.36646,0.19869,a09,p1,s41
0.80217,-0.41381,0.19941,a09,p1,s41
0.77744,-0.46183,0.18757,a09,p1,s41
0.75308,-0.50801,0.16851,a09,p1,s41
0.73311,-0.54151,0.16284,a09,p1,s41
0.7124,-0.56891,0.15679,a09,p1,s41
0.69187,-0.597,0.14048,a09,p1,s41
0.6765,-0.61587,0.12583,a09,p1,s41
0.66284,-0.6332,0.11019,a09,p1,s41
0.65374,-0.64766,0.092061,a09,p1,s41
0.65312,-0.65006,0.072056,a09,p1,s41
0.66305,-0.64401,0.02796,a09,p1,s41
0.69436,-0.60845,-0.003935,a09,p1,s41
0.72593,-0.57309,-0.008728,a09,p1,s41
0.74751,-0.54545,-0.015746,a09,p1,s41
0.77134,-0.5154,-0.019655,a09,p1,s41
0.79948,-0.46942,-0.003817,a09,p1,s41
0.82719,-0.40912,0.037557,a09,p1,s41
0.84522,-0.36946,0.067961,a09,p1,s41
0.85799,-0.34084,0.087615,a09,p1,s41
0.86159,-0.3248,0.10837,a09,p1,s41
0.86275,-0.3162,0.13341,a09,p1,s41
0.85361,-0.31561,0.16085,a09,p1,s41
0.85349,-0.298,0.18762,a09,p1,s41
0.86127,-0.27021,0.20945,a09,p1,s41
0.86653,-0.23377,0.22834,a09,p1,s41
0.8717,-0.20959,0.23641,a09,p1,s41
0.87246,-0.18584,0.2441,a09,p1,s41
0.88109,-0.18743,0.21474,a09,p1,s41
0.87442,-0.19533,0.23919,a09,p1,s41
0.86035,-0.23742,0.2476,a09,p1,s41
0.84838,-0.2779,0.24796,a09,p1,s41
0.82873,-0.32334,0.25536,a09,p1,s41
0.81225,-0.36364,0.25942,a09,p1,s41
0.79103,-0.40331,0.25845,a09,p1,s41
0.76443,-0.45944,0.24066,a09,p1,s41
0.74056,-0.512,0.20748,a09,p1,s41
0.71651,-0.55696,0.18033,a09,p1,s41
0.68697,-0.59574,0.16958,a09,p1,s41
0.66303,-0.62625,0.15026,a09,p1,s41
0.63584,-0.65792,0.12854,a09,p1,s41
0.61192,-0.68473,0.10825,a09,p1,s41
0.5917,-0.70084,0.091222,a09,p1,s41
0.5883,-0.70757,0.053234,a09,p1,s41
0.60031,-0.70168,0.014726,a09,p1,s41
0.63595,-0.6712,-0.029655,a09,p1,s41
0.68391,-0.61844,-0.041955,a09,p1,s41
0.7306,-0.56538,-0.061234,a09,p1,s41
0.76513,-0.51721,-0.072713,a09,p1,s41
0.79714,-0.46722,-0.05978,a09,p1,s41
0.82914,-0.41132,-0.020376,a09,p1,s41
0.85205,-0.36031,0.029747,a09,p1,s41
0.86672,-0.31617,0.069723,a09,p1,s41
0.87122,-0.295,0.10235,a09,p1,s41
0.86953,-0.29195,0.13344,a09,p1,s41
0.86465,-0.29019,0.16292,a09,p1,s41
0.867,-0.26386,0.18614,a09,p1,s41
0.86965,-0.25622,0.18853,a09,p1,s41
0.86851,-0.25623,0.18875,a09,p1,s41
0.87179,-0.24771,0.19473,a09,p1,s41
0.87955,-0.21908,0.18932,a09,p1,s41
0.87501,-0.20967,0.21777,a09,p1,s41
0.85605,-0.27437,0.22964,a09,p1,s41
0.83731,-0.3271,0.22501,a09,p1,s41
0.8191,-0.37759,0.21187,a09,p1,s41
0.78865,-0.44072,0.20397,a09,p1,s41
0.75986,-0.4911,0.19615,a09,p1,s41
0.72644,-0.54632,0.16606,a09,p1,s41
0.69892,-0.58256,0.15867,a09,p1,s41
0.67246,-0.61232,0.1711,a09,p1,s41
0.641,-0.64779,0.1574,a09,p1,s41
0.61997,-0.67423,0.12718,a09,p1,s41
0.60817,-0.68643,0.10958,a09,p1,s41
0.61669,-0.68162,0.090753,a09,p1,s41
0.63521,-0.67012,0.043358,a09,p1,s41
0.67727,-0.62906,-0.010386,a09,p1,s41
0.72312,-0.57565,-0.026872,a09,p1,s41
0.7623,-0.52085,-0.049882,a09,p1,s41
0.79406,-0.47423,-0.029962,a09,p1,s41
0.82173,-0.42584,0.003279,a09,p1,s41
0.84879,-0.36715,0.037087,a09,p1,s41
0.85948,-0.33363,0.062751,a09,p1,s41
0.86954,-0.30605,0.09672,a09,p1,s41
0.86787,-0.30052,0.12122,a09,p1,s41
0.86247,-0.30404,0.14076,a09,p1,s41
0.87032,-0.27076,0.16095,a09,p1,s41
0.8796,-0.23431,0.16739,a09,p1,s41
0.88244,-0.21808,0.17938,a09,p1,s41
0.8796,-0.22894,0.18103,a09,p1,s41
0.88571,-0.21602,0.16416,a09,p1,s41
0.88421,-0.20947,0.17145,a09,p1,s41
0.87014,-0.24958,0.18752,a09,p1,s41
0.86003,-0.29738,0.18178,a09,p1,s41
0.84476,-0.33893,0.16819,a09,p1,s41
0.82642,-0.38365,0.16521,a09,p1,s41
0.79975,-0.43397,0.16914,a09,p1,s41
0.77126,-0.49024,0.15001,a09,p1,s41
0.74379,-0.53422,0.12222,a09,p1,s41
0.71696,-0.56906,0.11585,a09,p1,s41
0.69065,-0.60219,0.11884,a09,p1,s41
0.66114,-0.63687,0.12176,a09,p1,s41
0.63286,-0.66654,0.10318,a09,p1,s41
0.61971,-0.67766,0.092187,a09,p1,s41
0.61523,-0.683,0.070061,a09,p1,s41
0.62528,-0.68136,0.019628,a09,p1,s41
0.65171,-0.65294,-0.06583,a09,p1,s42
0.70357,-0.58895,-0.10813,a09,p1,s42
0.75384,-0.52231,-0.11817,a09,p1,s42
0.78523,-0.47794,-0.10387,a09,p1,s42
0.81287,-0.43647,-0.081287,a09,p1,s42
0.84107,-0.38546,-0.040115,a09,p1,s42
0.86039,-0.34173,0.009,a09,p1,s42
0.86777,-0.31368,0.061366,a09,p1,s42
0.87138,-0.29264,0.1104,a09,p1,s42
0.87121,-0.2835,0.1458,a09,p1,s42
0.87081,-0.27187,0.15675,a09,p1,s42
0.87323,-0.25567,0.17194,a09,p1,s42
0.86736,-0.24957,0.19912,a09,p1,s42
0.87033,-0.22612,0.216,a09,p1,s42
0.87571,-0.21097,0.22193,a09,p1,s42
0.87092,-0.20595,0.24236,a09,p1,s42
0.87594,-0.19691,0.23118,a09,p1,s42
0.87493,-0.19536,0.22817,a09,p1,s42
0.87116,-0.20519,0.24235,a09,p1,s42
0.85632,-0.23956,0.25586,a09,p1,s42
0.84612,-0.29222,0.23723,a09,p1,s42
0.82827,-0.32831,0.2553,a09,p1,s42
0.80595,-0.37305,0.26697,a09,p1,s42
0.78498,-0.4102,0.26994,a09,p1,s42
0.76433,-0.44351,0.27106,a09,p1,s42
0.73839,-0.48697,0.26102,a09,p1,s42
0.71152,-0.53309,0.24663,a09,p1,s42
0.68782,-0.57761,0.22821,a09,p1,s42
0.67536,-0.59898,0.21049,a09,p1,s42
0.66105,-0.61443,0.19877,a09,p1,s42
0.64197,-0.63818,0.18371,a09,p1,s42
0.62655,-0.65804,0.16446,a09,p1,s42
0.61885,-0.67344,0.13882,a09,p1,s42
0.62205,-0.67756,0.099705,a09,p1,s42
0.64361,-0.66109,0.054241,a09,p1,s42
0.6907,-0.61236,0.036337,a09,p1,s42
0.73436,-0.55962,0.021592,a09,p1,s42
0.77028,-0.51348,-0.005343,a09,p1,s42
0.80438,-0.45811,0.005504,a09,p1,s42
0.83471,-0.39819,0.032972,a09,p1,s42
0.85564,-0.34529,0.066437,a09,p1,s42
0.86724,-0.31093,0.083383,a09,p1,s42
0.87785,-0.28148,0.10732,a09,p1,s42
0.87688,-0.27744,0.12699,a09,p1,s42
0.86904,-0.28564,0.14025,a09,p1,s42
0.87107,-0.272,0.15676,a09,p1,s42
0.87506,-0.24549,0.17412,a09,p1,s42
0.8765,-0.23031,0.18969,a09,p1,s42
0.87646,-0.21666,0.20241,a09,p1,s42
0.8848,-0.20269,0.18444,a09,p1,s42
0.88242,-0.19745,0.19544,a09,p1,s42
0.86847,-0.23608,0.21715,a09,p1,s42
0.85228,-0.2863,0.21986,a09,p1,s42
0.83764,-0.32769,0.2204,a09,p1,s42
0.81785,-0.3731,0.22228,a09,p1,s42
0.79302,-0.42423,0.21755,a09,p1,s42
0.76319,-0.47942,0.20516,a09,p1,s42
0.73523,-0.53141,0.17621,a09,p1,s42
0.70864,-0.57217,0.16135,a09,p1,s42
0.68426,-0.59891,0.16554,a09,p1,s42
0.67274,-0.61428,0.16392,a09,p1,s42
0.66093,-0.62833,0.15482,a09,p1,s42
0.64282,-0.64824,0.1396,a09,p1,s42
0.63862,-0.65375,0.12301,a09,p1,s42
0.63732,-0.66564,0.079155,a09,p1,s42
0.65101,-0.65627,0.017792,a09,p1,s42
0.68471,-0.61816,-0.027042,a09,p1,s42
0.7409,-0.55218,-0.026486,a09,p1,s42
0.77833,-0.49998,-0.012911,a09,p1,s42
0.81275,-0.44588,0.014788,a09,p1,s42
0.84508,-0.37462,0.043398,a09,p1,s42
0.86835,-0.31604,0.070927,a09,p1,s42
0.87642,-0.27683,0.09705,a09,p1,s42
0.87996,-0.25997,0.11175,a09,p1,s42
0.87891,-0.26141,0.13113,a09,p1,s42
0.8721,-0.27541,0.15428,a09,p1,s42
0.87198,-0.26837,0.16661,a09,p1,s42
0.87049,-0.25147,0.18487,a09,p1,s42
0.87341,-0.24252,0.18403,a09,p1,s42
0.87884,-0.23162,0.18079,a09,p1,s42
0.88142,-0.22058,0.17182,a09,p1,s42
0.87023,-0.23042,0.21209,a09,p1,s42
0.8538,-0.28833,0.22084,a09,p1,s42
0.839,-0.33156,0.21166,a09,p1,s42
0.82572,-0.35671,0.21991,a09,p1,s42
0.80604,-0.39992,0.21815,a09,p1,s42
0.78096,-0.45619,0.20362,a09,p1,s42
0.75324,-0.50455,0.18232,a09,p1,s42
0.73084,-0.53856,0.17299,a09,p1,s42
0.70797,-0.5701,0.17221,a09,p1,s42
0.68196,-0.60239,0.16685,a09,p1,s42
0.65651,-0.63011,0.16296,a09,p1,s42
0.63042,-0.65547,0.15054,a09,p1,s42
0.61883,-0.6721,0.12968,a09,p1,s42
0.61442,-0.68194,0.11303,a09,p1,s42
0.63084,-0.67166,0.088445,a09,p1,s42
0.6668,-0.63988,0.041483,a09,p1,s42
0.72658,-0.56934,0.017417,a09,p1,s42
0.76616,-0.51764,-0.000517,a09,p1,s42
0.79649,-0.47108,-0.006191,a09,p1,s42
0.83029,-0.41038,0.023039,a09,p1,s42
0.85746,-0.34554,0.068423,a09,p1,s42
0.86666,-0.2999,0.10435,a09,p1,s42
0.87386,-0.27555,0.12648,a09,p1,s42
0.87822,-0.26102,0.1451,a09,p1,s42
0.86932,-0.26333,0.18621,a09,p1,s42
0.86631,-0.25992,0.20249,a09,p1,s42
0.86558,-0.24387,0.21681,a09,p1,s42
0.87128,-0.22272,0.22097,a09,p1,s42
0.87666,-0.20348,0.22567,a09,p1,s42
0.87846,-0.1943,0.22723,a09,p1,s42
0.88202,-0.19234,0.20882,a09,p1,s42
0.8756,-0.206,0.22119,a09,p1,s42
0.86212,-0.23279,0.24437,a09,p1,s42
0.8498,-0.26585,0.25562,a09,p1,s42
0.83182,-0.3164,0.25109,a09,p1,s42
0.81176,-0.36485,0.25044,a09,p1,s42
0.78258,-0.42786,0.24592,a09,p1,s42
0.75753,-0.48223,0.232,a09,p1,s42
0.73413,-0.51663,0.22136,a09,p1,s42
0.71278,-0.54949,0.21256,a09,p1,s42
0.69214,-0.57685,0.20214,a09,p1,s42
0.67017,-0.60849,0.18302,a09,p1,s42
0.64996,-0.63417,0.16989,a09,p1,s42
0.63017,-0.65678,0.15772,a09,p1,s42
0.61739,-0.67146,0.14757,a09,p1,s43
0.61287,-0.67851,0.13164,a09,p1,s43
0.61226,-0.68562,0.096579,a09,p1,s43
0.62759,-0.67642,0.02937,a09,p1,s43
0.66292,-0.64194,-0.005968,a09,p1,s43
0.71223,-0.58772,-0.009778,a09,p1,s43
0.7462,-0.54083,-0.022417,a09,p1,s43
0.78913,-0.48354,-0.017622,a09,p1,s43
0.82541,-0.41962,0.010728,a09,p1,s43
0.84886,-0.36975,0.044711,a09,p1,s43
0.86367,-0.32826,0.064582,a09,p1,s43
0.87109,-0.30209,0.081161,a09,p1,s43
0.87413,-0.27975,0.10974,a09,p1,s43
0.87107,-0.28211,0.13139,a09,p1,s43
0.87047,-0.27928,0.14339,a09,p1,s43
0.8748,-0.25699,0.16289,a09,p1,s43
0.88317,-0.22653,0.17005,a09,p1,s43
0.88612,-0.20428,0.17745,a09,p1,s43
0.8877,-0.20229,0.16924,a09,p1,s43
0.88884,-0.20095,0.16194,a09,p1,s43
0.88319,-0.20941,0.17886,a09,p1,s43
0.86591,-0.25532,0.19944,a09,p1,s43
0.85445,-0.29896,0.1973,a09,p1,s43
0.84145,-0.33045,0.20285,a09,p1,s43
0.82394,-0.36522,0.21513,a09,p1,s43
0.8002,-0.41334,0.21394,a09,p1,s43
0.77442,-0.46387,0.19774,a09,p1,s43
0.7531,-0.50644,0.17859,a09,p1,s43
0.73091,-0.53964,0.16515,a09,p1,s43
0.70962,-0.57161,0.15737,a09,p1,s43
0.68573,-0.59956,0.15353,a09,p1,s43
0.66125,-0.63137,0.13717,a09,p1,s43
0.64307,-0.65268,0.11866,a09,p1,s43
0.64028,-0.65715,0.10055,a09,p1,s43
0.64119,-0.6633,0.074235,a09,p1,s43
0.65372,-0.65423,0.020022,a09,p1,s43
0.68622,-0.6193,-0.026076,a09,p1,s43
0.73155,-0.56321,-0.043911,a09,p1,s43
0.76226,-0.51928,-0.05556,a09,p1,s43
0.78731,-0.48223,-0.057375,a09,p1,s43
0.81857,-0.43437,-0.033514,a09,p1,s43
0.84336,-0.38134,0.005332,a09,p1,s43
0.85843,-0.34217,0.046567,a09,p1,s43
0.86721,-0.31163,0.075692,a09,p1,s43
0.87455,-0.28853,0.11043,a09,p1,s43
0.87333,-0.27478,0.14889,a09,p1,s43
0.87488,-0.25939,0.16984,a09,p1,s43
0.87015,-0.24537,0.19281,a09,p1,s43
0.86821,-0.23333,0.21474,a09,p1,s43
0.87221,-0.21088,0.2296,a09,p1,s43
0.87231,-0.20522,0.23746,a09,p1,s43
0.86754,-0.21022,0.25281,a09,p1,s43
0.86864,-0.20013,0.24398,a09,p1,s43
0.87445,-0.19226,0.23837,a09,p1,s43
0.86104,-0.21385,0.26338,a09,p1,s43
0.84332,-0.27413,0.26443,a09,p1,s43
0.83086,-0.31632,0.25581,a09,p1,s43
0.805,-0.36924,0.267,a09,p1,s43
0.78526,-0.41929,0.25959,a09,p1,s43
0.76797,-0.45898,0.23421,a09,p1,s43
0.74604,-0.50007,0.21951,a09,p1,s43
0.72513,-0.53155,0.21352,a09,p1,s43
0.6944,-0.56984,0.22057,a09,p1,s43
0.66578,-0.60473,0.218,a09,p1,s43
0.64141,-0.63489,0.20174,a09,p1,s43
0.61722,-0.66192,0.17759,a09,p1,s43
0.60793,-0.67586,0.15701,a09,p1,s43
0.60297,-0.68915,0.12474,a09,p1,s43
0.61293,-0.688,0.087541,a09,p1,s43
0.63816,-0.66551,0.027703,a09,p1,s43
0.69145,-0.61142,-0.001918,a09,p1,s43
0.73532,-0.55636,-0.004244,a09,p1,s43
0.77575,-0.50565,-0.023032,a09,p1,s43
0.81003,-0.45287,-0.006612,a09,p1,s43
0.83961,-0.39135,0.026966,a09,p1,s43
0.86009,-0.34118,0.051864,a09,p1,s43
0.8725,-0.30552,0.065988,a09,p1,s43
0.88026,-0.27495,0.089817,a09,p1,s43
0.87803,-0.2732,0.11563,a09,p1,s43
0.87223,-0.27626,0.14234,a09,p1,s43
0.87399,-0.25754,0.15951,a09,p1,s43
0.87658,-0.23605,0.18154,a09,p1,s43
0.87737,-0.22931,0.18298,a09,p1,s43
0.87615,-0.22573,0.19546,a09,p1,s43
0.88221,-0.20755,0.18968,a09,p1,s43
0.87582,-0.21541,0.21067,a09,p1,s43
0.8572,-0.27519,0.21373,a09,p1,s43
0.84072,-0.32016,0.21506,a09,p1,s43
0.82498,-0.35798,0.21345,a09,p1,s43
0.80069,-0.40739,0.21834,a09,p1,s43
0.77382,-0.45864,0.21188,a09,p1,s43
0.74607,-0.50955,0.19477,a09,p1,s43
0.71727,-0.55218,0.18822,a09,p1,s43
0.68846,-0.58698,0.19027,a09,p1,s43
0.6622,-0.62189,0.17737,a09,p1,s43
0.6448,-0.64346,0.16271,a09,p1,s43
0.62746,-0.66261,0.14749,a09,p1,s43
0.62309,-0.66882,0.12665,a09,p1,s43
0.63404,-0.66129,0.10452,a09,p1,s43
0.65532,-0.65117,0.057631,a09,p1,s43
0.69648,-0.60696,0.022684,a09,p1,s43
0.73546,-0.55811,0.008637,a09,p1,s43
0.77357,-0.50583,-0.020644,a09,p1,s43
0.80424,-0.45671,-0.013773,a09,p1,s43
0.83235,-0.40471,0.013762,a09,p1,s43
0.85412,-0.35535,0.0441,a09,p1,s43
0.86484,-0.32384,0.064404,a09,p1,s43
0.8717,-0.29876,0.089197,a09,p1,s43
0.87037,-0.29045,0.11545,a09,p1,s43
0.86844,-0.28824,0.13935,a09,p1,s43
0.87176,-0.27161,0.14917,a09,p1,s43
0.87611,-0.25541,0.14978,a09,p1,s43
0.87732,-0.24509,0.16684,a09,p1,s43
0.87527,-0.2411,0.17492,a09,p1,s43
0.8846,-0.21309,0.1697,a09,p1,s43
0.88748,-0.19852,0.16567,a09,p1,s43
0.87574,-0.22703,0.19842,a09,p1,s43
0.85899,-0.27768,0.20947,a09,p1,s43
0.84293,-0.32624,0.19791,a09,p1,s43
0.82674,-0.36677,0.20044,a09,p1,s43
0.80713,-0.40568,0.20413,a09,p1,s43
0.78124,-0.45528,0.19908,a09,p1,s43
0.76021,-0.49126,0.18342,a09,p1,s43
0.73841,-0.52455,0.18077,a09,p1,s43
0.71019,-0.56795,0.1766,a09,p1,s43
0.68161,-0.59855,0.18063,a09,p1,s44
0.653,-0.63229,0.17663,a09,p1,s44
0.62851,-0.65545,0.16178,a09,p1,s44
0.61271,-0.67235,0.15415,a09,p1,s44
0.60139,-0.68963,0.1351,a09,p1,s44
0.60643,-0.69049,0.10971,a09,p1,s44
0.63678,-0.66847,0.065711,a09,p1,s44
0.68866,-0.61382,0.043745,a09,p1,s44
0.73147,-0.56279,0.049417,a09,p1,s44
0.76387,-0.5227,0.040972,a09,p1,s44
0.79438,-0.47468,0.041825,a09,p1,s44
0.82451,-0.41841,0.062286,a09,p1,s44
0.84742,-0.35884,0.090422,a09,p1,s44
0.85855,-0.32269,0.10488,a09,p1,s44
0.87087,-0.29518,0.11799,a09,p1,s44
0.87469,-0.27873,0.13476,a09,p1,s44
0.87502,-0.27211,0.15146,a09,p1,s44
0.86952,-0.26981,0.15959,a09,p1,s44
0.87089,-0.26001,0.17079,a09,p1,s44
0.87755,-0.24116,0.1772,a09,p1,s44
0.8786,-0.22143,0.1955,a09,p1,s44
0.87625,-0.22433,0.20536,a09,p1,s44
0.86769,-0.23103,0.22152,a09,p1,s44
0.87429,-0.20816,0.21875,a09,p1,s44
0.87279,-0.20066,0.23526,a09,p1,s44
0.855,-0.24224,0.26288,a09,p1,s44
0.83651,-0.30108,0.26054,a09,p1,s44
0.82231,-0.34301,0.24917,a09,p1,s44
0.80056,-0.38441,0.25861,a09,p1,s44
0.77687,-0.42982,0.25805,a09,p1,s44
0.75767,-0.4756,0.24454,a09,p1,s44
0.73362,-0.51517,0.22923,a09,p1,s44
0.71058,-0.54544,0.22971,a09,p1,s44
0.67944,-0.58261,0.22376,a09,p1,s44
0.65446,-0.62062,0.20288,a09,p1,s44
0.63721,-0.64646,0.18227,a09,p1,s44
0.62761,-0.65959,0.17194,a09,p1,s44
0.61873,-0.6675,0.14716,a09,p1,s44
0.62219,-0.67129,0.1155,a09,p1,s44
0.64655,-0.65378,0.087828,a09,p1,s44
0.6888,-0.61141,0.06065,a09,p1,s44
0.73086,-0.56115,0.06657,a09,p1,s44
0.76941,-0.51,0.052212,a09,p1,s44
0.79862,-0.46514,0.048717,a09,p1,s44
0.82232,-0.41719,0.066047,a09,p1,s44
0.84326,-0.36855,0.090083,a09,p1,s44
0.85912,-0.33234,0.10199,a09,p1,s44
0.86606,-0.30213,0.12169,a09,p1,s44
0.87006,-0.28417,0.14113,a09,p1,s44
0.86761,-0.28494,0.15544,a09,p1,s44
0.86701,-0.2835,0.16541,a09,p1,s44
0.86814,-0.26448,0.17743,a09,p1,s44
0.87019,-0.25283,0.18652,a09,p1,s44
0.87179,-0.24331,0.19256,a09,p1,s44
0.87117,-0.24198,0.20048,a09,p1,s44
0.87197,-0.22932,0.21029,a09,p1,s44
0.87604,-0.22434,0.19774,a09,p1,s44
0.86763,-0.2361,0.22593,a09,p1,s44
0.844,-0.29271,0.2406,a09,p1,s44
0.83469,-0.33012,0.22814,a09,p1,s44
0.8182,-0.36428,0.2294,a09,p1,s44
0.79685,-0.40436,0.2337,a09,p1,s44
0.76945,-0.46636,0.21792,a09,p1,s44
0.74379,-0.51383,0.20039,a09,p1,s44
0.72203,-0.53936,0.19966,a09,p1,s44
0.69542,-0.57501,0.19986,a09,p1,s44
0.66952,-0.60636,0.18884,a09,p1,s44
0.65712,-0.62858,0.16652,a09,p1,s44
0.64699,-0.64356,0.14824,a09,p1,s44
0.64827,-0.64323,0.14096,a09,p1,s44
0.6662,-0.62603,0.12799,a09,p1,s44
0.69855,-0.598,0.08203,a09,p1,s44
0.74271,-0.55017,0.044535,a09,p1,s44
0.78039,-0.49867,0.018072,a09,p1,s44
0.80918,-0.45121,-0.00731,a09,p1,s44
0.83638,-0.39802,-0.003315,a09,p1,s44
0.86054,-0.3432,0.018019,a09,p1,s44
0.8707,-0.30241,0.03288,a09,p1,s44
0.88086,-0.27688,0.037229,a09,p1,s44
0.88737,-0.2644,0.043881,a09,p1,s44
0.88398,-0.27158,0.078306,a09,p1,s44
0.88517,-0.25199,0.1147,a09,p1,s44
0.88703,-0.23224,0.11364,a09,p1,s44
0.8911,-0.21814,0.10632,a09,p1,s44
0.89644,-0.21289,0.093555,a09,p1,s44
0.89332,-0.21736,0.10689,a09,p1,s44
0.88352,-0.24844,0.13025,a09,p1,s44
0.86145,-0.30959,0.14234,a09,p1,s44
0.84316,-0.35008,0.15342,a09,p1,s44
0.83074,-0.37371,0.16488,a09,p1,s44
0.81138,-0.4109,0.17599,a09,p1,s44
0.78427,-0.45519,0.17466,a09,p1,s44
0.76163,-0.50221,0.15247,a09,p1,s44
0.73925,-0.53784,0.13958,a09,p1,s44
0.71446,-0.5708,0.1403,a09,p1,s44
0.69129,-0.59718,0.14879,a09,p1,s44
0.6631,-0.62648,0.14946,a09,p1,s44
0.63943,-0.65283,0.13637,a09,p1,s44
0.62456,-0.67103,0.11801,a09,p1,s44
0.61536,-0.68332,0.098816,a09,p1,s44
0.62483,-0.6787,0.073354,a09,p1,s44
0.64803,-0.66021,0.017005,a09,p1,s44
0.69223,-0.61222,-0.010728,a09,p1,s44
0.73098,-0.56513,-0.01064,a09,p1,s44
0.75821,-0.53175,-0.013349,a09,p1,s44
0.78621,-0.48966,-0.003608,a09,p1,s44
0.81825,-0.43251,0.022037,a09,p1,s44
0.84048,-0.37659,0.06165,a09,p1,s44
0.8554,-0.33618,0.090018,a09,p1,s44
0.86695,-0.30608,0.11461,a09,p1,s44
0.87115,-0.28784,0.13956,a09,p1,s44
0.86751,-0.27805,0.16982,a09,p1,s44
0.86275,-0.27428,0.18681,a09,p1,s44
0.86378,-0.25405,0.20496,a09,p1,s44
0.87105,-0.22904,0.2227,a09,p1,s44
0.87207,-0.20722,0.23377,a09,p1,s44
0.87154,-0.20446,0.23768,a09,p1,s44
0.8743,-0.21013,0.21746,a09,p1,s44
0.87513,-0.21571,0.2154,a09,p1,s44
0.86325,-0.24458,0.22993,a09,p1,s44
0.84507,-0.29461,0.24079,a09,p1,s44
0.83155,-0.32786,0.24405,a09,p1,s44
0.80859,-0.36705,0.26214,a09,p1,s44
0.78492,-0.41236,0.26556,a09,p1,s44
0.76507,-0.4548,0.24722,a09,p1,s44
0.73909,-0.50744,0.22413,a09,p1,s45
0.71375,-0.54766,0.20866,a09,p1,s45
0.68361,-0.58223,0.21362,a09,p1,s45
0.65874,-0.61203,0.21749,a09,p1,s45
0.64106,-0.63213,0.20998,a09,p1,s45
0.62031,-0.65814,0.18914,a09,p1,s45
0.60486,-0.67817,0.1604,a09,p1,s45
0.59746,-0.69376,0.12618,a09,p1,s45
0.59404,-0.70316,0.087344,a09,p1,s45
0.6109,-0.69183,0.058268,a09,p1,s45
0.64721,-0.65902,0.009256,a09,p1,s45
0.70675,-0.59531,0.0097,a09,p1,s45
0.75649,-0.53353,0.016935,a09,p1,s45
0.78902,-0.4835,0.008443,a09,p1,s45
0.81977,-0.43104,0.027837,a09,p1,s45
0.84901,-0.36294,0.063204,a09,p1,s45
0.86795,-0.31066,0.092375,a09,p1,s45
0.87555,-0.27383,0.11159,a09,p1,s45
0.87778,-0.26008,0.13079,a09,p1,s45
0.87452,-0.26196,0.15524,a09,p1,s45
0.87106,-0.26568,0.17112,a09,p1,s45
0.8729,-0.25047,0.18156,a09,p1,s45
0.8703,-0.23602,0.20188,a09,p1,s45
0.87099,-0.22148,0.21602,a09,p1,s45
